sha,date,segment,is_merge,dominant_subsystem,class,subject
01f08fae6c30732ef28a5e85a11e88e1a33e9294,2026-08-14,PRODUCTION_CAMPAIGN,yes,NONE,UNRELATED_BUT_INTENDED_PRODUCTION,Merge pull request #996 from Blakeolson21/blake/download-incomplete-exit
8d1d17f7047c6d2a97575a301a21da1cce57a95d,2026-08-14,PRODUCTION_CAMPAIGN,yes,NONE,UNRELATED_BUT_INTENDED_PRODUCTION,Merge pull request #995 from Blakeolson21/blake/cuda-test-openmp-probe
e92f3893187993a97fa0850bbcf5a93d442b7f79,2026-08-14,PRODUCTION_CAMPAIGN,yes,NONE,UNRELATED_BUT_INTENDED_PRODUCTION,Merge pull request #997 from Blakeolson21/blake/kimi-vulkan-warning
b4b182b5c8b63fcdde7aa936216f1b8422a4fd6e,2026-08-14,PRODUCTION_CAMPAIGN,yes,NONE,UNRELATED_BUT_INTENDED_PRODUCTION,Merge pull request #989 from ZacharyZcR/fix/933-eslot-inflight
df2c248506ddc731c782bb215fc6e8b4b47599b8,2026-08-14,PRODUCTION_CAMPAIGN,yes,NONE,UNRELATED_BUT_INTENDED_PRODUCTION,Merge pull request #1001 from JustVugg/dev
3d1c3bec35355202f58bb2d12bcf15a7dd0b2ff7,2026-08-13,PRODUCTION_CAMPAIGN,no,DEEPSEEK,UNRELATED_BUT_INTENDED_PRODUCTION,refactor(v4): vendor the checkpoint's DSML primitives behind #948's tool calling
6707d1a26c829d7c05c41f6ddd5e0a7722d77b1c,2026-08-13,PRODUCTION_CAMPAIGN,no,OTHER,UNRELATED_BUT_INTENDED_PRODUCTION,fix(stop): scope shutdowns to the requested port
2fa965645a19b9ba0ede7ac33b7c06b683d07470,2026-08-13,PRODUCTION_CAMPAIGN,no,OTHER,UNRELATED_BUT_INTENDED_PRODUCTION,chore: version 1.6.1
cbbfd62b9e430d206b049bb745c130704c79484a,2026-08-13,PRODUCTION_CAMPAIGN,no,OTHER,UNRELATED_BUT_INTENDED_PRODUCTION,fix(download): fail when checkpoint remains incomplete
04affbf396a3c51ad369942066d6dcf1567ae1ce,2026-08-13,PRODUCTION_CAMPAIGN,no,OTHER,UNRELATED_BUT_INTENDED_PRODUCTION,fix(supervisor): stop only its own converter
948cf0237d710754fffe3c97426a12afffd066b6,2026-08-13,PRODUCTION_CAMPAIGN,no,OTHER,UNRELATED_BUT_INTENDED_PRODUCTION,fix(kimi): guard the Vulkan-only state
020239e8570007a62d7fffbae3cbbf4a1e0c6887,2026-08-13,PRODUCTION_CAMPAIGN,no,OTHER,UNRELATED_BUT_INTENDED_PRODUCTION,feat(web): add German dashboard translation
cdd82c7f2e1f0199a55f3463d038b0f9aac4ba86,2026-08-13,PRODUCTION_CAMPAIGN,no,OTHER,UNRELATED_BUT_INTENDED_PRODUCTION,test(cuda): link the MXFP4 OpenMP reference
c9867a72b2117e67c990e90e40035b8e69739fda,2026-08-13,PRODUCTION_CAMPAIGN,yes,NONE,UNRELATED_BUT_INTENDED_PRODUCTION,Merge pull request #993 from JustVugg/fix/host-allowlist-wildcard
02e5b0b17494a471e614287bedae18db50c5c71a,2026-08-13,PRODUCTION_CAMPAIGN,no,OTHER,UNRELATED_BUT_INTENDED_PRODUCTION,fix(server): let an operator reach a public bind — --allowed-host '*' (#990)
9917e42719e51cb3a97c3f309cb8d552d8a721ab,2026-08-13,PRODUCTION_CAMPAIGN,no,OTHER,UNRELATED_BUT_INTENDED_PRODUCTION,fix(msys2): use UTF-8 prompt file for DeepSeek V4
0537e1adf1510716dd2893ba33e30cd3db516f17,2026-08-13,PRODUCTION_CAMPAIGN,no,OTHER,UNRELATED_BUT_INTENDED_PRODUCTION,cuda: keep async expert slots alive through completion
763dac7882da71e043204374abe5eda6df2ceeb9,2026-08-13,PRODUCTION_CAMPAIGN,no,DEEPSEEK,UNRELATED_BUT_INTENDED_PRODUCTION,Remove vendored DeepSeek V4 CUDA paths
3cc24202feb6e8fc26d9a9192ab5669f725902b1,2026-08-06,PRODUCTION_CAMPAIGN,no,DEEPSEEK,UNRELATED_BUT_INTENDED_PRODUCTION,DeepSeek V4: the CUDA kernels; as a tier rather than an engine
22ef387c3207230f226df245dc296f6967ca5bf7,2026-08-12,PRODUCTION_CAMPAIGN,no,DEEPSEEK,UNRELATED_BUT_INTENDED_PRODUCTION,fix(v4/mirror): update test for v4_read_expert_record with rep parameter
bb92d80f9079b9f1938ac8be4a7d7b3e2e248b4f,2026-08-12,PRODUCTION_CAMPAIGN,no,DEEPSEEK,UNRELATED_BUT_INTENDED_PRODUCTION,fix(v4/mirror): count primary direct reads in mirror stats
725ead5c73db1b3ad636de268514feac337b7987,2026-08-12,PRODUCTION_CAMPAIGN,no,DEEPSEEK,UNRELATED_BUT_INTENDED_PRODUCTION,fix(v4/mirror): use linear-index hash for balanced expert routing
2e65c13f4817751fde68b5fde874eac5b6aa6a68,2026-08-10,PRODUCTION_CAMPAIGN,no,DEEPSEEK,UNRELATED_BUT_INTENDED_PRODUCTION,feat(v4): dual-SSD mirror (COLI_MODEL_MIRROR) for the expert store
353638d95cee6ccf631e0b871941342ab2eced6a,2026-08-12,PRODUCTION_CAMPAIGN,no,OTHER,UNRELATED_BUT_INTENDED_PRODUCTION,fix(omp): size direct Inkling runs by physical cores
d7972b78f46591ea9ec8d52b64586be9cc09b4e8,2026-08-12,PRODUCTION_CAMPAIGN,no,OTHER,UNRELATED_BUT_INTENDED_PRODUCTION,fix(api): honor COLI_TEMP as the request default
417620d467b543b8979fceec55a88bcb9b33e2f6,2026-08-12,PRODUCTION_CAMPAIGN,yes,NONE,UNRELATED_BUT_INTENDED_PRODUCTION,Merge pull request #985 from JustVugg/fix/olmoe-stream-drop
88a75657f3016bf440eeb95d799fdabebc445b75,2026-08-12,PRODUCTION_CAMPAIGN,no,OTHER,UNRELATED_BUT_INTENDED_PRODUCTION,fix(server): OLMoE streaming dropped the answer into reasoning (#984)
7647a3b73d34d0457852c9e14271ef8b11d7666e,2026-08-12,PRODUCTION_CAMPAIGN,yes,NONE,UNRELATED_BUT_INTENDED_PRODUCTION,Merge pull request #980 from JustVugg/fix/chat-reasoning
de0f71f7ae3e7eb15268ac15e24cac0ef04a7dd6,2026-08-12,PRODUCTION_CAMPAIGN,no,TESTS,TEST_VALIDATION_REQUIRED,fixup: fork+exec the pty child — bare fork from a threaded test deadlocks
64eb7acc444680a9880d90ad3bba1d1b1f931d28,2026-08-12,PRODUCTION_CAMPAIGN,yes,NONE,UNRELATED_BUT_INTENDED_PRODUCTION,Merge pull request #967 from terrizoaguimor/fix/pilot-lru-sentinel
c874fff89396059abcb641042abf115c278be0a4,2026-08-12,PRODUCTION_CAMPAIGN,yes,NONE,UNRELATED_BUT_INTENDED_PRODUCTION,Merge pull request #974 from Blakeolson21/blake/ci-windows-focused
7677695835732717d05691b059919a5e5da11642,2026-08-12,PRODUCTION_CAMPAIGN,yes,NONE,UNRELATED_BUT_INTENDED_PRODUCTION,Merge pull request #982 from Blakeolson21/blake/v4-print-omp-team
5a3c126e36f387e09275314707e770b5e25d5ad5,2026-08-12,PRODUCTION_CAMPAIGN,yes,NONE,UNRELATED_BUT_INTENDED_PRODUCTION,Merge pull request #978 from mgua/dev
517ec602f14efb5128653856999d0b820ba986a5,2026-08-12,PRODUCTION_CAMPAIGN,yes,NONE,UNRELATED_BUT_INTENDED_PRODUCTION,Merge pull request #951 from gouravkargwal/docs/m3-olmoe-datapoint
2b8bf82d96607178d4eff0b6a777924abbbcf13f,2026-08-12,PRODUCTION_CAMPAIGN,no,TESTS,TEST_VALIDATION_REQUIRED,fixup: skip the pty harness on Windows — no termios there
bb310d42360fe2626ffb75c34ab82ea8501b5a32,2026-08-12,PRODUCTION_CAMPAIGN,yes,NONE,UNRELATED_BUT_INTENDED_PRODUCTION,Merge pull request #981 from JustVugg/fix/cuda-test-fmt7
c98d25ab4580737c9e631bfdf8ea1fc667cd4d1e,2026-08-11,PRODUCTION_CAMPAIGN,no,DEEPSEEK,UNRELATED_BUT_INTENDED_PRODUCTION,deepseek_v4: print the effective OpenMP team at startup
36378ea185d13959cd42b5f22f9eca6460fc5ddd,2026-08-11,PRODUCTION_CAMPAIGN,no,OTHER,UNRELATED_BUT_INTENDED_PRODUCTION,fix(doctor): keep the Windows linkage probe portable in tests
dd6c22d5c165312d31102b75007c77c1ef4acf94,2026-08-10,PRODUCTION_CAMPAIGN,no,OTHER,UNRELATED_BUT_INTENDED_PRODUCTION,docs(plan): clarify Windows unified-memory discovery
9ffa28bcf470584adbab93da0932fb2af0437424,2026-08-10,PRODUCTION_CAMPAIGN,no,OTHER,UNRELATED_BUT_INTENDED_PRODUCTION,fix(cli): exclude unqualified GPUs from auto-enable
ad8a75be4155f3062e0d09af9b8a02205f9f3d74,2026-08-10,PRODUCTION_CAMPAIGN,no,OTHER,UNRELATED_BUT_INTENDED_PRODUCTION,fix(doctor): recognize the expected Windows GPU backend
80370ed9759e123ce466a09b4dc3ce049fc807ed,2026-08-10,PRODUCTION_CAMPAIGN,no,OTHER,UNRELATED_BUT_INTENDED_PRODUCTION,feat(plan): discover Windows AMD GPUs via hipInfo
b5a8bacf5efe58a13b54a1f075b56f0be8c07da0,2026-08-10,PRODUCTION_CAMPAIGN,no,OTHER,UNRELATED_BUT_INTENDED_PRODUCTION,refactor(plan): isolate unqualified GPU discovery
071e0412dc4c65cdbe1d2e91f54659d82ee0a3f6,2026-08-12,PRODUCTION_CAMPAIGN,no,TESTS,TEST_VALIDATION_REQUIRED,fixup: lockstep pty harness — macOS libedit eats pre-written input
35a6037ddceb68d5e6c3893bf30c61233c90ae7b,2026-08-12,PRODUCTION_CAMPAIGN,yes,NONE,UNRELATED_BUT_INTENDED_PRODUCTION,Merge pull request #948 from dcutugno/feat/v4-dsml-tool-calling
1850bd1336fef8c4d7aa59709e6b58af105730b0,2026-08-12,PRODUCTION_CAMPAIGN,no,TESTS,TEST_VALIDATION_REQUIRED,test(cli): drive chat_attached under a pty against a fake SSE server
27f3f6ccb34617c319445d82abc8d7baa57928af,2026-08-12,PRODUCTION_CAMPAIGN,no,TESTS,TEST_VALIDATION_REQUIRED,fixup: <vector> for the fmt=7 smoke buffers
d954ad4033cdffc1af70882206400c8a7516f240,2026-08-12,PRODUCTION_CAMPAIGN,no,TESTS,TEST_VALIDATION_REQUIRED,test(cuda): fmt=7 is real now — fix the stale negative case (#971)
185868f5ace70a5bbd74561e0c6fdf87a14396ab,2026-08-12,PRODUCTION_CAMPAIGN,no,OTHER,UNRELATED_BUT_INTENDED_PRODUCTION,feat(cli): COLI_SHOW_THINK=0 hides the thinking box
0eef2fc789e408757ed772e00f542483bd7736f2,2026-08-12,PRODUCTION_CAMPAIGN,no,OTHER,UNRELATED_BUT_INTENDED_PRODUCTION,fix(cli): stream the model's thinking in chat; dim and boxed (#979)
8d1d96afde1042d837efa8853ad34c3846fd99c7,2026-08-12,PRODUCTION_CAMPAIGN,yes,NONE,UNRELATED_BUT_INTENDED_PRODUCTION,Merge pull request #976 from JustVugg/fix/v4-ngen-clamp
fadd9b56a5a5a6485304648229c8f405f71f8cdf,2026-08-12,PRODUCTION_CAMPAIGN,no,DEEPSEEK,UNRELATED_BUT_INTENDED_PRODUCTION,fixup: CONTEXT_EXCEEDED speaks the gateway's format
8c40fbddc74d3204a4660bc1d8d2b1af477fb4e6,2026-08-12,PRODUCTION_CAMPAIGN,no,DEEPSEEK,UNRELATED_BUT_INTENDED_PRODUCTION,v4: max_tokens is a ceiling — clamp to context instead of rejecting (#975)
6568305823e8d8c9bef15786749e016914067135,2026-08-12,PRODUCTION_CAMPAIGN,no,DEEPSEEK,UNRELATED_BUT_INTENDED_PRODUCTION,fix(test): update V4 tool render test for DSML tool support (#916)
360c57d2809961f0818cd564a23d62d8fef550a3,2026-08-12,PRODUCTION_CAMPAIGN,no,OTHER,UNRELATED_BUT_INTENDED_PRODUCTION,fix(build): gate glibc compat header on __GLIBC__; not __linux__
863c4e6f796330c1ad0dccb5e9d6344f7c00381a,2026-08-12,PRODUCTION_CAMPAIGN,no,OTHER,UNRELATED_BUT_INTENDED_PRODUCTION,fix(build): compile CUDA backend on glibc >= 2.41
7b504376d6d54d2165e2dbf913a745d8762411cd,2026-08-12,PRODUCTION_CAMPAIGN,no,DEEPSEEK,UNRELATED_BUT_INTENDED_PRODUCTION,feat(v4): emit dashboard telemetry (EMAP/HITS/TIERS/PROF/HWINFO)
72cd9f7709d6805443145b92d9d0494da685eae5,2026-08-12,PRODUCTION_CAMPAIGN,yes,NONE,UNRELATED_BUT_INTENDED_PRODUCTION,Merge pull request #943 from JustVugg/dev
3147248c4652d1a67c44261db621f65017148f42,2026-08-12,PRODUCTION_CAMPAIGN,yes,NONE,UNRELATED_BUT_INTENDED_PRODUCTION,Merge pull request #968 from terrizoaguimor/fix/olmoe-temp-and-inflight
1ba6f225da1897d7badab03baf9fcc003995f3ef,2026-08-11,PRODUCTION_CAMPAIGN,no,BUILD_CI,GENERIC_RUNTIME_PREREQUISITE_REQUIRED,ci: run focused Python tests on Windows
fa3a86b66d8d48dfb2f70fdad9c772493ca082ea,2026-08-11,PRODUCTION_CAMPAIGN,no,DEEPSEEK,UNRELATED_BUT_INTENDED_PRODUCTION,feat(v4): the expert history lives in route_trace.h now — #700 completed
3780c4e8f700e5e877ecf4a0e6b2694798133def,2026-08-11,PRODUCTION_CAMPAIGN,no,DEEPSEEK,UNRELATED_BUT_INTENDED_PRODUCTION,fix(olmoe): COLI_TEMP channel; and never evict an in-flight slot
afad8b730345ff8b170d4157f4c6bd1f286c216d,2026-08-11,PRODUCTION_CAMPAIGN,no,OTHER,UNRELATED_BUT_INTENDED_PRODUCTION,fix(pilot): free the recency sentinel when a speculative load fails
34513ccabdfe21032ee10825dce6ad997b02cc96,2026-08-12,PRODUCTION_CAMPAIGN,yes,NONE,UNRELATED_BUT_INTENDED_PRODUCTION,Merge pull request #957 from gouravkargwal/fix/omp-macos-tuning
600c1a0f33171aeca666ed2514192c0ddb41ca19,2026-08-12,PRODUCTION_CAMPAIGN,yes,NONE,UNRELATED_BUT_INTENDED_PRODUCTION,Merge pull request #956 from gouravkargwal/fix/server-pre-first-frame-cancel
58ac189684f540481fe9c496fc9834b2cc32e05e,2026-08-12,PRODUCTION_CAMPAIGN,yes,NONE,UNRELATED_BUT_INTENDED_PRODUCTION,Merge pull request #960 from Blakeolson21/blake/inkling-windows-lock
f158906eccb267ca7d29237257189881998ce25f,2026-08-12,PRODUCTION_CAMPAIGN,yes,NONE,UNRELATED_BUT_INTENDED_PRODUCTION,Merge pull request #961 from Blakeolson21/blake/coli-windows-venv-python
1d21eaadb94b5cac325ed966d2b5e63c243f071c,2026-08-12,PRODUCTION_CAMPAIGN,yes,NONE,UNRELATED_BUT_INTENDED_PRODUCTION,Merge pull request #962 from Blakeolson21/blake/convert-windows-positioned-write
50dae22081cdc4e064f493a5a23dcdb10f5e2da8,2026-08-11,PRODUCTION_CAMPAIGN,no,DOCS,CAMPAIGN_EVIDENCE_ONLY,mgua: added info about cpu optimizations
d19b16102b21878319305bf6bd346c3252a578c7,2026-08-11,PRODUCTION_CAMPAIGN,no,TOOLS,GENERIC_RUNTIME_PREREQUISITE_REQUIRED,convert: make multistream shard writes portable on Windows
e47bf006117646783ed223e5790bbec5fe732115,2026-08-11,PRODUCTION_CAMPAIGN,no,OTHER,UNRELATED_BUT_INTENDED_PRODUCTION,coli: select python.exe from Windows project venvs
1b10ddc0c2096cc1d5c3357a9dd3a642dae01b25,2026-08-11,PRODUCTION_CAMPAIGN,no,TOOLS,GENERIC_RUNTIME_PREREQUISITE_REQUIRED,convert_inkling: support output locking on Windows
7eaa95fb95511b35d186f3a8cfdbebb48efa6b27,2026-08-11,PRODUCTION_CAMPAIGN,no,TESTS,TEST_VALIDATION_REQUIRED,test(k3): close mapped fixture handles
06dd05455475b45f55fbd4a4331292e8e0cd47f7,2026-08-11,PRODUCTION_CAMPAIGN,no,OTHER,UNRELATED_BUT_INTENDED_PRODUCTION,fix(v4): delegate OpenMP sizing through launchers
a20c7aad274f29e2fad5822daed9300b1380db1d,2026-08-11,PRODUCTION_CAMPAIGN,no,OTHER,UNRELATED_BUT_INTENDED_PRODUCTION,fix(omp): skip the spin-wait tuning on macOS — measured slower (#707)
aa4c51a14c32c918cdf408d5ef7ee45926eef3a3,2026-08-11,PRODUCTION_CAMPAIGN,no,OTHER,UNRELATED_BUT_INTENDED_PRODUCTION,fix(api): cancel a generation that disconnects before the first frame (#908)
279379dd2c9d27ca9ae58cde3f07b8ef0acd2fdb,2026-08-11,PRODUCTION_CAMPAIGN,yes,NONE,UNRELATED_BUT_INTENDED_PRODUCTION,Merge remote-tracking branch 'upstream/dev' into ci/metal-test
6e5f36a1657b792e1b8d697dbc3c629ebe0d7cfa,2026-08-11,PRODUCTION_CAMPAIGN,no,DOCS,CAMPAIGN_EVIDENCE_ONLY,feat(k3): map prepared weights read-only
fc8020e4d14ae3f823c3eaf8f3babd7cfabb5a4e,2026-08-11,PRODUCTION_CAMPAIGN,no,SHARED_STORE,GENERIC_RUNTIME_PREREQUISITE_REQUIRED,feat(st): add read-only tensor mapping primitive
1654f396b15ee9bd3669dd3f14a1c54cecb4164d,2026-08-11,PRODUCTION_CAMPAIGN,no,BUILD_CI,GENERIC_RUNTIME_PREREQUISITE_REQUIRED,ci(metal): guard the macOS step against the paravirtual hang
40394586d592e40345f7edce3755fd96cb986ff0,2026-08-11,PRODUCTION_CAMPAIGN,no,DOCS,CAMPAIGN_EVIDENCE_ONLY,docs: add Apple M3 16 GB OLMoE datapoint row
7e96e5a0e12bc3cec894ef9dbed89d1d12843a0c,2026-08-11,PRODUCTION_CAMPAIGN,no,BUILD_CI,GENERIC_RUNTIME_PREREQUISITE_REQUIRED,bench: decode-regime GEMV bandwidth vs the read ceiling; with a frozen A/B baseline
46cb37cfc51283146a41840a9bf2406690712746,2026-08-11,PRODUCTION_CAMPAIGN,no,TESTS,TEST_VALIDATION_REQUIRED,bench: decode-regime GEMV bandwidth vs the read ceiling; with a frozen A/B baseline
971b3f6610be48b211a318157dffe0b2ef1c6eee,2026-08-11,PRODUCTION_CAMPAIGN,no,TOOLS,GENERIC_RUNTIME_PREREQUISITE_REQUIRED,tools: add one-command datapoint runner
33302b82daaeba895ef8c21a61d6030bdb305a9d,2026-08-11,PRODUCTION_CAMPAIGN,yes,NONE,UNRELATED_BUT_INTENDED_PRODUCTION,Merge pull request #946 from JustVugg/v4/macos
f03bcea13a22eab78896ac4ea00c88587baa08f3,2026-08-11,PRODUCTION_CAMPAIGN,no,DEEPSEEK,UNRELATED_BUT_INTENDED_PRODUCTION,fixup: keep Windows in the torch pin — +cpu wheels exist there too
59e40e26ab0103a109eb47774d30a43f74f56f59,2026-08-11,PRODUCTION_CAMPAIGN,no,DEEPSEEK,UNRELATED_BUT_INTENDED_PRODUCTION,fixup: torch +cpu wheels are Linux-only — split the pin by platform
54c970f5151249eca0206363d7d94c785d379ff3,2026-08-11,PRODUCTION_CAMPAIGN,yes,NONE,UNRELATED_BUT_INTENDED_PRODUCTION,Merge pull request #944 from benmaster82/fix/glm-topk-bounds
a169bec8d4b7ccd42c361916a01edd2a157f68a0,2026-08-11,PRODUCTION_CAMPAIGN,no,BUILD_CI,GENERIC_RUNTIME_PREREQUISITE_REQUIRED,fixup: the tiny oracle regenerates its fixture — give macOS the pinned deps
c281dba6fb7e5ed8fa86d9590a8496ba5008c631,2026-08-11,PRODUCTION_CAMPAIGN,yes,NONE,UNRELATED_BUT_INTENDED_PRODUCTION,Merge branch 'dev' into ci/metal-test
6c91350ff063217970502d5a1f5e30f097082312,2026-08-11,PRODUCTION_CAMPAIGN,no,TESTS,TEST_VALIDATION_REQUIRED,feat(v4): DSML tool calling for DeepSeek V4 (#916)
0574ece521db23e5b27f9b2894936b271fc03a44,2026-08-11,PRODUCTION_CAMPAIGN,no,BUILD_CI,GENERIC_RUNTIME_PREREQUISITE_REQUIRED,ci: run Metal backend tests on macOS
25bd8b76c6f59393944474ed388ded55153fe946,2026-08-11,PRODUCTION_CAMPAIGN,no,DEEPSEEK,UNRELATED_BUT_INTENDED_PRODUCTION,fixup: the Makefile.deepseek-v4 internal gate never got the Darwin arm
57f0abd0be5cd3eda8a1e3ef084ed825637ace4a,2026-08-11,PRODUCTION_CAMPAIGN,no,BUILD_CI,GENERIC_RUNTIME_PREREQUISITE_REQUIRED,v4: support arm64 macOS — one mach branch; the rest was already portable
52482d77539170d067b008c6eb4b8f6a478e5f1a,2026-08-11,PRODUCTION_CAMPAIGN,no,OTHER,UNRELATED_BUT_INTENDED_PRODUCTION,chore: version 1.6.0
11fe383fafc228e8e4f77c6d280fca6bf3fd8689,2026-08-11,PRODUCTION_CAMPAIGN,no,TESTS,TEST_VALIDATION_REQUIRED,style: add trailing newline to top-k test
639d0c0033e9346a7278f8481c88cfc80b37e1d0,2026-08-11,PRODUCTION_CAMPAIGN,no,OTHER,UNRELATED_BUT_INTENDED_PRODUCTION,fix: reject GLM top-k larger than expert count
c40924e0de014409a5d4bdc24644620f28771976,2026-08-11,PRODUCTION_CAMPAIGN,yes,NONE,UNRELATED_BUT_INTENDED_PRODUCTION,Merge pull request #942 from dcutugno/fix/cli-attached-reply-tail
2c8ce27d27537f54a1fbdafdbeee45b57bd2c71b,2026-08-11,PRODUCTION_CAMPAIGN,yes,NONE,UNRELATED_BUT_INTENDED_PRODUCTION,Merge pull request #930 from terrizoaguimor/fix/cnre-simulator-accounting
4b9b47d738e4bd2c3cf37ae77dee96ad12778d0c,2026-08-11,PRODUCTION_CAMPAIGN,yes,NONE,UNRELATED_BUT_INTENDED_PRODUCTION,Merge pull request #941 from JustVugg/v4/expert-union
b00e3535bb917d6517a9ed6a0fd14272e30eeff2,2026-08-11,PRODUCTION_CAMPAIGN,no,DEEPSEEK,UNRELATED_BUT_INTENDED_PRODUCTION,v4: expert-major prefill — read each distinct expert once per chunk
e6f014da6c87e18340cda1730bc65b2708cdcb59,2026-08-11,PRODUCTION_CAMPAIGN,no,OTHER,UNRELATED_BUT_INTENDED_PRODUCTION,fix(cli): close the markdown stream before stopping the spinner
6d445983d700a719a79acc2e55afa52ea4d17cba,2026-08-09,PRODUCTION_CAMPAIGN,no,TESTS,TEST_VALIDATION_REQUIRED,quant: ARM NEON path for matmul_e8 (fmt=6 E8/IQ3)
b93e52436c3487ec674d62d1be53593cd4b5b36e,2026-08-10,PRODUCTION_CAMPAIGN,no,TOOLS,GENERIC_RUNTIME_PREREQUISITE_REQUIRED,fix CNRE cost and capacity accounting
5fd53a92f9000d14c72337a47190e637d632ff02,2026-08-10,PRODUCTION_CAMPAIGN,yes,NONE,UNRELATED_BUT_INTENDED_PRODUCTION,Merge pull request #928 from JustVugg/fix/chat-history
114c5ada4ea1a991e5ac0c53ea9fc73980c44f92,2026-08-10,PRODUCTION_CAMPAIGN,yes,NONE,UNRELATED_BUT_INTENDED_PRODUCTION,Merge pull request #927 from JustVugg/v4/loader-lanes
cab0108e0d24ba08971caa750ee656f8d21eca19,2026-08-10,PRODUCTION_CAMPAIGN,yes,NONE,UNRELATED_BUT_INTENDED_PRODUCTION,Merge pull request #926 from JustVugg/quant/avx2-matmul-i3
360da8c196e56c3d5ba2c9a45f0e31a375140f49,2026-08-10,PRODUCTION_CAMPAIGN,no,OTHER,UNRELATED_BUT_INTENDED_PRODUCTION,fix(cli): activate readline so UP/DOWN recall previous prompts
48db9579da848aa988580823cbca456bf52240da,2026-08-10,PRODUCTION_CAMPAIGN,no,DEEPSEEK,UNRELATED_BUT_INTENDED_PRODUCTION,v4: enable the expert-loader pool and make its depth runtime-tunable
982b8276f8046f9e16a9790f7c78976a85b1ac62,2026-07-24,PRODUCTION_CAMPAIGN,no,OTHER,UNRELATED_BUT_INTENDED_PRODUCTION,quant: AVX2 kernel for int3-g64 matmul (was scalar on x86)
e3f4f7f0b06337f069e2ed0bd155a504810e7be5,2026-08-10,PRODUCTION_CAMPAIGN,yes,NONE,UNRELATED_BUT_INTENDED_PRODUCTION,Merge pull request #897 from Blakeolson21/v4-omp-loader-reservation
afc771a7288ee43353b630004a2f764b65865cbb,2026-08-10,PRODUCTION_CAMPAIGN,yes,NONE,UNRELATED_BUT_INTENDED_PRODUCTION,Merge pull request #903 from terrizoaguimor/pr/placement-accounting-clean
ed6b475b7551d88ee2fad3c38bd99f7cb1bab00c,2026-08-10,PRODUCTION_CAMPAIGN,yes,NONE,UNRELATED_BUT_INTENDED_PRODUCTION,Merge pull request #909 from SulimanAbdulrazzaq/fix/907-multiline-prompts
1e2b29350d026d8218578517fb54abc7cd828ddf,2026-08-10,PRODUCTION_CAMPAIGN,yes,NONE,UNRELATED_BUT_INTENDED_PRODUCTION,Merge pull request #904 from Blakeolson21/v4-cli-ctx
8ee7bf23fcc597a1f3825f8c86f5216599e03af4,2026-08-10,PRODUCTION_CAMPAIGN,yes,NONE,UNRELATED_BUT_INTENDED_PRODUCTION,Merge branch 'dev' into swa-kv-ring-buffer
72497b01b16555668edc0c29352f2ced0df7b188,2026-08-10,PRODUCTION_CAMPAIGN,yes,NONE,UNRELATED_BUT_INTENDED_PRODUCTION,Merge pull request #915 from mgua/dev
b2364e513b15e70ed07b99f7775ebba5578a7e94,2026-08-10,PRODUCTION_CAMPAIGN,yes,NONE,UNRELATED_BUT_INTENDED_PRODUCTION,Merge pull request #902 from terrizoaguimor/pr/cnre-simulator-clean
b347ba45fd6f5d8558e71406e4b3b0e3435f1590,2026-08-10,PRODUCTION_CAMPAIGN,yes,NONE,UNRELATED_BUT_INTENDED_PRODUCTION,Merge pull request #914 from bherald/fix/mixed-width-pin-budget-885
fbdef20883cb237a9d9fcfd268cec0ffce3f013d,2026-08-09,PRODUCTION_CAMPAIGN,no,DOCS,CAMPAIGN_EVIDENCE_ONLY,mgua: added a revised section for cuda enabled builds on laptop; minimal installs; mingw64 gcc and make and nvcc. no edits on *precious* previous text.
bc99ebfa2ab9677ce9aa3067528dc3657d24b65e,2026-08-09,PRODUCTION_CAMPAIGN,no,OTHER,UNRELATED_BUT_INTENDED_PRODUCTION,fix: account real row widths in pin budgets
6ada7bdf850d76e234fe4ea38101ce284712b544,2026-08-09,PRODUCTION_CAMPAIGN,no,OTHER,UNRELATED_BUT_INTENDED_PRODUCTION,fix(cli): preserve pasted multiline prompts
47a749d8225b815adc9622c964ba386639320973,2026-08-09,PRODUCTION_CAMPAIGN,yes,NONE,UNRELATED_BUT_INTENDED_PRODUCTION,Merge pull request #901 from JustVugg/fix/tune-arch-guard
6ff57659df4a3114c6f8a3ab39daeed005b692ac,2026-08-09,PRODUCTION_CAMPAIGN,yes,NONE,UNRELATED_BUT_INTENDED_PRODUCTION,Merge pull request #896 from JustVugg/feat/web-markdown
febdba860e34dcd189ffe524487e980fd823564b,2026-08-09,PRODUCTION_CAMPAIGN,yes,NONE,UNRELATED_BUT_INTENDED_PRODUCTION,Merge pull request #895 from JustVugg/ci/vulkan-lavapipe
549f9f11e7d7c43da0c37a7d2c4f689148445b9e,2026-08-09,PRODUCTION_CAMPAIGN,yes,NONE,UNRELATED_BUT_INTENDED_PRODUCTION,Merge pull request #899 from JustVugg/diag/pin-budget
71ef303c4cd74472df72d9ed9dbefff410aa36e7,2026-08-08,PRODUCTION_CAMPAIGN,no,DEEPSEEK,UNRELATED_BUT_INTENDED_PRODUCTION,deepseek_v4: honor CTX in the generate CLI
39e5f0c21fb35ff076042396736c3fa41f8c7cf2,2026-08-08,PRODUCTION_CAMPAIGN,no,OTHER,UNRELATED_BUT_INTENDED_PRODUCTION,fix: make placement accounting backend neutral
